year,age,births,women
1933,12,47,1237992
1933,13,532,1216487
1933,14,2121,1197058
1933,15,7945,1182136
1933,16,21998,1173011
1933,17,44931,1168280
1933,18,76672,1164102
1933,19,101004,1158502
1933,20,116659,1150966
1933,21,121380,1140891
1933,22,128077,1128568
1933,23,131426,1115221
1933,24,126385,1101246
1933,25,123613,1085513
1933,26,116037,1067248
1933,27,105952,1047144
1933,28,105564,1026540
1933,29,91491,1006096
1933,30,88836,986088
1933,31,67102,966776
1933,32,74073,948039
1933,33,70737,929038
1933,34,54746,910424
1933,35,53854,896155
1933,36,48169,889405
1933,37,42181,888491
1933,38,42304,889695
1933,39,33137,889793
1933,40,27195,883395
1933,41,17031,866012
1933,42,15764,839716
1933,43,10395,810069
1933,44,6307,780283
1933,45,3956,752577
1933,46,1785,728736
1933,47,898,707847
1933,48,555,687337
1933,49,248,666256
1933,50,57,645113
1933,51,17,624381
1933,52,17,604184
1933,53,19,584527
1933,54,14,565069
1933,55,0,544856
1934,12,19,1245487
1934,13,499,1235983
1934,14,2407,1215400
1934,15,8551,1196378
1934,16,23525,1181440
1934,17,47615,1172126
1934,18,81196,1167072
1934,19,106433,1162537
1934,20,124319,1156606
1934,21,129751,1148605
1934,22,134341,1137802
1934,23,135327,1124537
1934,24,135536,1110204
1934,25,126338,1095198
1934,26,122962,1078706
1934,27,111203,1060377
1934,28,109866,1040938
1934,29,96847,1021282
1934,30,93469,1001804
1934,31,71133,982651
1934,32,72688,963863
1934,33,66103,945233
1934,34,67126,926144
1934,35,51513,907504
1934,36,48236,893026
1934,37,41357,885604
1934,38,42139,883561
1934,39,33153,883483
1934,40,26682,882203
1934,41,17174,874700
1934,42,16065,857032
1934,43,10266,831313
1934,44,6334,802536
1934,45,3796,773706
1934,46,1807,746691
1934,47,884,722851
1934,48,608,701213
1934,49,254,679703
1934,50,74,657640
1934,51,15,635655
1934,52,12,614479
1934,53,5,594265
1934,54,6,574774
1934,55,0,555459
1935,12,29,1237112
1935,13,548,1243973
1935,14,2584,1234056
1935,15,9378,1214443
1935,16,24466,1195884
1935,17,48510,1180926
1935,18,81449,1171398
1935,19,107126,1166019
1935,20,125239,1161119
1935,21,131887,1154735
1935,22,136551,1146089
1935,23,136367,1134334
1935,24,131902,1119889
1935,25,128713,1104257
1935,26,118988,1088047
1935,27,112513,1070877
1935,28,109604,1052782
1935,29,95945,1034335
1935,30,93588,1015932
1935,31,71683,997677
1935,32,72367,979496
1935,33,60959,961193
1935,34,59724,942605
1935,35,59965,923474
1935,36,44535,904748
1935,37,39416,889849
1935,38,39498,881405
1935,39,31361,877884
1935,40,25725,876099
1935,41,16230,873153
1935,42,15253,864575
1935,43,9861,846919
1935,44,5925,822069
1935,45,3678,794530
1935,46,1702,766852
1935,47,909,740489
1935,48,507,716376
1935,49,263,693724
1935,50,79,670981
1935,51,22,647758
1935,52,22,624944
1935,53,21,603448
1935,54,13,583354
1935,55,0,564105
1936,12,52,1225910
1936,13,448,1236864
1936,14,2445,1242057
1936,15,9018,1231680
1936,16,25375,1213049
1936,17,47785,1194936
1936,18,81490,1179973
1936,19,106138,1170277
1936,20,124380,1164589
1936,21,134188,1159290
1936,22,137374,1152493
1936,23,138830,1143275
1936,24,133690,1130633
1936,25,128194,1115023
1936,26,122404,1098122
1936,27,110135,1080722
1936,28,110180,1062881
1936,29,96140,1045031
1936,30,92729,1027559
1936,31,72007,1010400
1936,32,72308,993347
1936,33,62131,976070
1936,34,55424,958167
1936,35,52517,939624
1936,36,51852,920443
1936,37,36111,901653
1936,38,36856,886365
1936,39,29143,876955
1936,40,24143,871970
1936,41,15373,868474
1936,42,14165,863839
1936,43,9267,854168
1936,44,5684,836462
1936,45,3403,812474
1936,46,1725,786108
1936,47,787,759566
1936,48,493,733824
1936,49,243,709427
1936,50,81,685777
1936,51,21,661800
1936,52,27,637466
1936,53,16,613862
1936,54,16,592088
1936,55,3,572106
1937,12,71,1211613
1937,13,511,1225860
1937,14,2565,1236619
1937,15,9541,1240100
1937,16,26942,1229279
1937,17,53901,1211605
1937,18,84585,1193947
1937,19,110696,1179018
1937,20,128054,1169163
1937,21,136934,1163131
1937,22,143235,1157470
1937,23,145803,1150331
1937,24,139417,1140599
1937,25,132191,1127080
1937,26,124718,1110329
1937,27,116839,1092166
1937,28,110398,1073583
1937,29,100439,1055083
1937,30,94426,1037466
1937,31,75003,1020957
1937,32,73799,1005016
1937,33,62914,989088
1937,34,56796,972618
1937,35,49716,955106
1937,36,46372,936595
1937,37,43286,917380
1937,38,34178,898551
1937,39,28202,882917
1937,40,22772,872543
1937,41,15078,866082
1937,42,13448,860851
1937,43,8639,854515
1937,44,5349,843698
1937,45,3228,825945
1937,46,1644,802752
1937,47,828,777535
1937,48,420,752084
1937,49,211,726927
1937,50,77,702236
1937,51,30,677572
1937,52,38,652405
1937,53,23,627000
1937,54,12,602653
1937,55,4,580598
1938,12,81,1194439
1938,13,506,1212078
1938,14,2705,1226441
1938,15,9514,1236959
1938,16,27539,1238747
1938,17,56234,1227450
1938,18,92092,1210733
1938,19,113175,1193562
1938,20,134297,1178668
1938,21,141239,1168613
1938,22,147422,1162269
1938,23,151591,1156311
1938,24,146915,1148882
1938,25,139411,1138641
1938,26,130854,1124255
1938,27,120439,1106360
1938,28,118938,1086936
1938,29,102411,1067172
1938,30,99449,1048004
1938,31,78109,1030603
1938,32,76591,1015027
1938,33,64850,1000219
1938,34,58967,985309
1938,35,51451,969625
1938,36,44500,952479
1938,37,39915,934002
1938,38,40336,914769
1938,39,26676,895932
1938,40,22692,879940
1938,41,14554,868578
1938,42,13307,860610
1938,43,8688,853627
1938,44,5192,845539
1938,45,3179,833585
1938,46,1523,815720
1938,47,772,793294
1938,48,476,769168
1938,49,200,744749
1938,50,80,720138
1938,51,33,695111
1938,52,41,669455
1938,53,12,643123
1938,54,8,616689
1938,55,1,591600
1939,12,1,1178045
1939,13,180,1196159
1939,14,3176,1213615
1939,15,11078,1227416
1939,16,29311,1237565
1939,17,56771,1237384
1939,18,86171,1225856
1939,19,112665,1210023
1939,20,132803,1193195
1939,21,140810,1178448
1939,22,142019,1168338
1939,23,142457,1161802
1939,24,147138,1155636
1939,25,144744,1148312
1939,26,131500,1137473
1939,27,120025,1122173
1939,28,111456,1103152
1939,29,105870,1082498
1939,30,95739,1061335
1939,31,82770,1041640
1939,32,73628,1024561
1939,33,67135,1009886
1939,34,62010,996097
1939,35,54852,982526
1939,36,46598,967467
1939,37,39339,950554
1939,38,32705,932049
1939,39,26532,912794
1939,40,21127,893712
1939,41,15960,877366
1939,42,11130,865024
1939,43,7276,855597
1939,44,4512,846896
1939,45,2729,836911
1939,46,1614,823846
1939,47,880,805898
1939,48,451,784177
1939,49,222,761038
1939,50,113,737222
1939,51,54,713014
1939,52,21,687610
1939,53,8,661028
1939,54,3,633680
1939,55,4,606555
1940,12,1,1159800
1940,13,176,1182272
1940,14,3086,1201486
1940,15,10868,1214961
1940,16,29037,1227754
1940,17,57087,1236549
1940,18,87970,1234088
1940,19,116331,1222799
1940,20,138819,1206642
1940,21,147838,1191036
1940,22,149164,1177071
1940,23,149518,1167348
1940,24,154437,1160878
1940,25,152164,1156981
1940,26,138280,1148673
1940,27,126511,1136876
1940,28,117857,1120592
1940,29,112227,1100588
1940,30,101629,1077444
1940,31,87900,1055942
1940,32,77680,1036459
1940,33,69999,1020149
1940,34,63743,1006404
1940,35,55504,995583
1940,36,46556,982071
1940,37,39323,966917
1940,38,32993,949667
1940,39,27109,930847
1940,40,21831,910569
1940,41,16491,891917
1940,42,11271,875414
1940,43,7147,862368
1940,44,4285,851821
1940,45,2570,841249
1940,46,1490,829845
1940,47,776,815920
1940,48,377,797920
1940,49,177,776690
1940,50,97,751827
1940,51,49,728475
1940,52,21,704297
1940,53,8,678435
1940,54,2,651194
1940,55,0,624064
1941,12,1,1141282
1941,13,184,1168306
1941,14,3253,1192536
1941,15,11438,1205066
1941,16,30298,1214490
1941,17,59406,1225370
1941,18,92220,1231494
1941,19,123812,1227977
1941,20,150143,1213358
1941,21,161392,1200602
1941,22,163525,1186933
1941,23,163412,1174408
1941,24,167370,1165437
1941,25,164150,1165363
1941,26,148465,1158840
1941,27,135303,1149135
1941,28,125833,1136219
1941,29,119700,1119181
1941,30,107695,1094185
1941,31,92629,1072024
1941,32,81402,1051230
1941,33,72912,1032836
1941,34,66025,1017525
1941,35,57484,1009717
1941,36,48082,997601
1941,37,40407,983209
1941,38,33698,967064
1941,39,27485,948983
1941,40,21791,927304
1941,41,16310,908622
1941,42,11104,890640
1941,43,7018,874354
1941,44,4193,861088
1941,45,2545,850556
1941,46,1443,838480
1941,47,707,826078
1941,48,318,811431
1941,49,138,793157
1941,50,73,766107
1941,51,38,741217
1941,52,17,717767
1941,53,7,693305
1941,54,2,667147
1941,55,0,640750
1942,12,2,1123843
1942,13,191,1152974
1942,14,3379,1181133
1942,15,12076,1198366
1942,16,31999,1204226
1942,17,62859,1211014
1942,18,98809,1219286
1942,19,136108,1223440
1942,20,169286,1212876
1942,21,185522,1204714
1942,22,190345,1194457
1942,23,190645,1183066
1942,24,193318,1172193
1942,25,187724,1173766
1942,26,168431,1168162
1942,27,152478,1159837
1942,28,141176,1148741
1942,29,134118,1134924
1942,30,119923,1109259
1942,31,102469,1087284
1942,32,89488,1066111
1942,33,79633,1046519
1942,34,71592,1029381
1942,35,62171,1023028
1942,36,51799,1012695
1942,37,43167,999385
1942,38,35575,983754
1942,39,28633,966423
1942,40,22439,942800
1942,41,16598,923932
1942,42,11083,906449
1942,43,6845,889287
1942,44,3998,873416
1942,45,2376,863518
1942,46,1361,850746
1942,47,704,837694
1942,48,343,824359
1942,49,162,808905
1942,50,90,781999
1942,51,48,754452
1942,52,21,729536
1942,53,8,705817
1942,54,2,681098
1942,55,0,655259
1943,12,2,1102702
1943,13,201,1135845
1943,14,3540,1165503
1943,15,12556,1187172
1943,16,32956,1195826
1943,17,63905,1199992
1943,18,99140,1204259
1943,19,135533,1209989
1943,20,167950,1205048
1943,21,184469,1204507
1943,22,190033,1198941
1943,23,191946,1191265
1943,24,197077,1182261
1943,25,193713,1184250
1943,26,175126,1176453
1943,27,160236,1168604
1943,28,150112,1158651
1943,29,144353,1146371
1943,30,130427,1121062
1943,31,112631,1100932
1943,32,99205,1080395
1943,33,88816,1060288
1943,34,80135,1041934
1943,35,69873,1035622
1943,36,58423,1026043
1943,37,48767,1014631
1943,38,40105,1000208
1943,39,32092,983407
1943,40,25155,958226
1943,41,18418,937899
1943,42,11916,920350
1943,43,7067,904026
1943,44,3954,887644
1943,45,2358,877630
1943,46,1352,864638
1943,47,669,850660
1943,48,307,836627
1943,49,133,822366
1943,50,59,797379
1943,51,34,769504
1943,52,23,742239
1943,53,19,717310
1943,54,17,693329
1943,55,55,668474
1944,12,2,1074109
1944,13,193,1111644
1944,14,3376,1145531
1944,15,11593,1169119
1944,16,29570,1181644
1944,17,56073,1189383
1944,18,85909,1191934
1944,19,118393,1193745
1944,20,150470,1190263
1944,21,170085,1199242
1944,22,179086,1201394
1944,23,182396,1198534
1944,24,186087,1193571
1944,25,180940,1197436
1944,26,162277,1186025
1944,27,148388,1175538
1944,28,140518,1165606
1944,29,137938,1154222
1944,30,127207,1129445
1944,31,111708,1112419
1944,32,100000,1094483
1944,33,90800,1075406
1944,34,82850,1056358
1944,35,73043,1049312
1944,36,61715,1039385
1944,37,51888,1028846
1944,38,42854,1016407
1944,39,34299,1000916
1944,40,26799,975059
1944,41,19508,952694
1944,42,12492,933465
1944,43,7322,917140
1944,44,4047,901898
1944,45,2388,892025
1944,46,1344,878428
1944,47,646,864080
1944,48,286,848918
1944,49,119,833933
1944,50,52,810538
1944,51,30,784296
1944,52,20,756778
1944,53,17,729787
1944,54,16,704832
1944,55,53,681343
1945,12,2,1053036
1945,13,193,1079553
1945,14,3387,1117983
1945,15,11272,1146567
1945,16,28282,1160466
1945,17,52955,1172171
1945,18,80205,1178889
1945,19,108931,1179878
1945,20,136882,1175728
1945,21,154242,1190694
1945,22,163398,1202168
1945,23,168632,1207137
1945,24,175531,1207043
1945,25,174144,1213175
1945,26,158193,1199957
1945,27,146215,1185698
1945,28,139837,1172506
1945,29,138717,1160518
1945,30,129583,1136531
1945,31,115458,1122771
1945,32,104610,1108306
1945,33,95871,1092488
1945,34,87943,1074775
1945,35,77945,1066722
1945,36,66100,1054751
1945,37,55456,1043842
1945,38,45549,1032299
1945,39,36238,1018766
1945,40,27966,993617
1945,41,20303,969367
1945,42,13188,947738
1945,43,7920,929439
1945,44,4513,914211
1945,45,2745,904862
1945,46,1574,891376
1945,47,765,876499
1945,48,341,860826
1945,49,142,844531
1945,50,61,821681
1945,51,35,797314
1945,52,24,771415
1945,53,21,744223
1945,54,20,717469
1945,55,67,694272
1946,12,2,1028381
1946,13,220,1057560
1946,14,3249,1084212
1946,15,9242,1118350
1946,16,26085,1136810
1946,17,52009,1149859
1946,18,95998,1160319
1946,19,139922,1166363
1946,20,175641,1166951
1946,21,204673,1183628
1946,22,218258,1200445
1946,23,228917,1214492
1946,24,226650,1222253
1946,25,219722,1231035
1946,26,206854,1217355
1946,27,178842,1201387
1946,28,176388,1184161
1946,29,157199,1168187
1946,30,147693,1143828
1946,31,127176,1133743
1946,32,119780,1122626
1946,33,104198,1110621
1946,34,91872,1096810
1946,35,81461,1089725
1946,36,70733,1073989
1946,37,56127,1060510
1946,38,50681,1048536
1946,39,38212,1035890
1946,40,28271,1012620
1946,41,18436,987171
1946,42,14520,963478
1946,43,8998,942420
1946,44,5017,924907
1946,45,2877,914207
1946,46,1547,901699
1946,47,530,887207
1946,48,306,871089
1946,49,168,854164
1946,50,51,831479
1946,51,19,808349
1946,52,24,784475
1946,53,23,758874
1946,54,14,731962
1946,55,64,707876
1947,12,3,1053779
1947,13,267,1032593
1947,14,4194,1060203
1947,15,12461,1083658
1947,16,34551,1110445
1947,17,74089,1129043
1947,18,125373,1140723
1947,19,180334,1150965
1947,20,217672,1159285
1947,21,238640,1178247
1947,22,252507,1196076
1947,23,260957,1214753
1947,24,249440,1231374
1947,25,242564,1246161
1947,26,232227,1234774
1947,27,209513,1218647
1947,28,186174,1199955
1947,29,172258,1179839
1947,30,155625,1153036
1947,31,132076,1144591
1947,32,124995,1137330
1947,33,108944,1128870
1947,34,96091,1119303
1947,35,82747,1115372
1947,36,72117,1098572
1947,37,60601,1080491
1947,38,50439,1065449
1947,39,39888,1052380
1947,40,29360,1030945
1947,41,18914,1004875
1947,42,15057,980038
1947,43,9144,956804
1947,44,5171,936221
1947,45,2776,921607
1947,46,1436,908117
1947,47,748,894980
1947,48,260,879522
1947,49,130,862239
1947,50,43,840710
1947,51,23,818708
1947,52,25,796204
1947,53,14,772742
1947,54,30,747368
1947,55,63,723090
1948,12,3,1054697
1948,13,299,1056592
1948,14,4592,1032832
1948,15,13513,1057638
1948,16,37613,1077877
1948,17,77310,1106432
1948,18,129919,1124753
1948,19,174508,1136397
1948,20,210345,1148417
1948,21,228810,1171662
1948,22,235784,1191342
1948,23,246521,1210351
1948,24,240912,1230945
1948,25,224966,1252596
1948,26,215524,1250025
1948,27,200522,1236729
1948,28,185842,1218182
1948,29,156160,1196840
1948,30,149111,1168681
1948,31,123459,1155926
1948,32,115624,1150104
1948,33,101682,1145670
1948,34,91853,1139829
1948,35,78815,1138266
1948,36,66877,1125647
1948,37,56860,1106234
1948,38,50381,1085724
1948,39,37111,1069072
1948,40,28443,1049139
1948,41,18418,1022074
1948,42,14480,996742
1948,43,8728,972397
1948,44,4856,949523
1948,45,2704,930541
1948,46,1254,913213
1948,47,606,899275
1948,48,376,885517
1948,49,124,869139
1948,50,38,849078
1948,51,22,829941
1948,52,19,808398
1948,53,14,786392
1948,54,23,763226
1948,55,46,739751
1949,12,3,1065851
1949,13,295,1056216
1949,14,4728,1057062
1949,15,13765,1029682
1949,16,38326,1049994
1949,17,77080,1073730
1949,18,127427,1103612
1949,19,177325,1121547
1949,20,204749,1136014
1949,21,227988,1161252
1949,22,237434,1183272
1949,23,243617,1206276
1949,24,243422,1224881
1949,25,232026,1247160
1949,26,214878,1259636
1949,27,201906,1256021
1949,28,191590,1235425
1949,29,168917,1219345
1949,30,147259,1193479
1949,31,127717,1171042
1949,32,115336,1159052
1949,33,100928,1158668
1949,34,91311,1156297
1949,35,79939,1154459
1949,36,67427,1149106
1949,37,55904,1133891
1949,38,49808,1112076
1949,39,38758,1088128
1949,40,28109,1066068
1949,41,18437,1039416
1949,42,14211,1013654
1949,43,8734,988661
1949,44,4962,964689
1949,45,2697,943356
1949,46,1269,920333
1949,47,592,903406
1949,48,315,889499
1949,49,189,872608
1949,50,79,856710
1949,51,41,841447
1949,52,19,821588
1949,53,8,799372
1949,54,2,778143
1949,55,0,755964
1950,12,3,1101863
1950,13,295,1067352
1950,14,4731,1058635
1950,15,14214,1051532
1950,16,37921,1023959
1950,17,75004,1045727
1950,18,123152,1069923
1950,19,169901,1097623
1950,20,203586,1121934
1950,21,218265,1148137
1950,22,233174,1163992
1950,23,241957,1201453
1950,24,236026,1215648
1950,25,234659,1228647
1950,26,219782,1260746
1950,27,201010,1273091
1950,28,193156,1236622
1950,29,174897,1242899
1950,30,158233,1227382
1950,31,126572,1191680
1950,32,119961,1164415
1950,33,101862,1171473
1950,34,92130,1169783
1950,35,80671,1162732
1950,36,68837,1164857
1950,37,56892,1155395
1950,38,49110,1139299
1950,39,38390,1109420
1950,40,29099,1078226
1950,41,17914,1056752
1950,42,14552,1033205
1950,43,8606,1006854
1950,44,4750,982257
1950,45,2606,962809
1950,46,1172,932260
1950,47,514,913892
1950,48,258,899425
1950,49,155,870098
1950,50,68,863775
1950,51,36,854033
1950,52,18,833460
1950,53,8,807840
1950,54,2,788351
1950,55,0,769725
1951,12,3,1121082
1951,13,298,1102482
1951,14,4792,1070922
1951,15,14901,1047444
1951,16,40771,1055756
1951,17,78646,1023900
1951,18,129488,1043292
1951,19,180689,1062920
1951,20,214573,1099346
1951,21,238444,1133734
1951,22,242424,1140077
1951,23,254699,1187399
1951,24,250509,1205321
1951,25,241242,1205774
1951,26,234563,1249902
1951,27,215444,1281988
1951,28,200417,1227043
1951,29,182214,1248986
1951,30,167847,1261145
1951,31,143365,1221753
1951,32,122946,1173964
1951,33,109019,1184678
1951,34,94955,1185639
1951,35,83409,1169091
1951,36,72103,1172633
1951,37,59758,1168598
1951,38,50825,1158139
1951,39,39231,1129636
1951,40,30032,1089581
1951,41,19842,1070750
1951,42,14438,1053793
1951,43,8947,1029062
1951,44,5075,1003223
1951,45,2594,987058
1951,46,1272,952492
1951,47,517,932244
1951,48,266,919690
1951,49,118,873146
1951,50,82,866425
1951,51,51,865909
1951,52,25,845224
1951,53,11,812534
1951,54,3,792351
1951,55,0,779829
1952,12,3,1145336
1952,13,296,1120062
1952,14,4738,1107378
1952,15,14171,1056885
1952,16,40233,1055780
1952,17,80119,1058648
1952,18,127188,1023312
1952,19,176866,1036381
1952,20,213953,1065741
1952,21,238253,1111100
1952,22,252096,1122557
1952,23,254577,1164772
1952,24,254603,1189168
1952,25,245938,1191204
1952,26,237436,1230517
1952,27,225275,1273410
1952,28,208955,1227847
1952,29,187748,1239222
1952,30,175917,1269554
1952,31,151438,1255928
1952,32,138346,1200445
1952,33,112595,1197764
1952,34,101749,1200199
1952,35,85496,1181791
1952,36,73954,1178754
1952,37,63589,1176524
1952,38,53733,1166793
1952,39,41953,1145476
1952,40,30389,1108044
1952,41,20050,1083343
1952,42,15887,1067642
1952,43,9071,1051138
1952,44,5194,1027239
1952,45,2733,1009929
1952,46,1304,977639
1952,47,529,954915
1952,48,274,941840
1952,49,168,891831
1952,50,85,870182
1952,51,47,868808
1952,52,23,856524
1952,53,10,822148
1952,54,3,795925
1952,55,0,785149
1953,12,4,1203027
1953,13,315,1142926
1953,14,5003,1126886
1953,15,14928,1093444
1953,16,41146,1062084
1953,17,82652,1059013
1953,18,136513,1058617
1953,19,181124,1015492
1953,20,216207,1039516
1953,21,238705,1077023
1953,22,250229,1101644
1953,23,265472,1145238
1953,24,251215,1166053
1953,25,248864,1176357
1953,26,237134,1216087
1953,27,222941,1252085
1953,28,210956,1224893
1953,29,192054,1236760
1953,30,174663,1257095
1953,31,151032,1266934
1953,32,142353,1235647
1953,33,122160,1223918
1953,34,101616,1212517
1953,35,90232,1195044
1953,36,75296,1191360
1953,37,63808,1184631
1953,38,54910,1169654
1953,39,42203,1154392
1953,40,31714,1128319
1953,41,20706,1102447
1953,42,15761,1077873
1953,43,10027,1065541
1953,44,5171,1050218
1953,45,2673,1032251
1953,46,1269,1000910
1953,47,577,978980
1953,48,238,963333
1953,49,100,915756
1953,50,71,886381
1953,51,45,870181
1953,52,23,859597
1953,53,11,835353
1953,54,3,807026
1953,55,0,790451
1954,12,4,1285244
1954,13,368,1199136
1954,14,5692,1151944
1954,15,16290,1113430
1954,16,44444,1095670
1954,17,84550,1065862
1954,18,138208,1059782
1954,19,194921,1049870
1954,20,220920,1019176
1954,21,246169,1050713
1954,22,258164,1069607
1954,23,267662,1122536
1954,24,265592,1146213
1954,25,248047,1154762
1954,26,239399,1201443
1954,27,227295,1235969
1954,28,211113,1209907
1954,29,197448,1230819
1954,30,182365,1252340
1954,31,153655,1257478
1954,32,145132,1248462
1954,33,128183,1259239
1954,34,112289,1238335
1954,35,90871,1206387
1954,36,80636,1204851
1954,37,65433,1199654
1954,38,56219,1172970
1954,39,44315,1157974
1954,40,32977,1142328
1954,41,22051,1123854
1954,42,16364,1095001
1954,43,9943,1076759
1954,44,5528,1065937
1954,45,2677,1053834
1954,46,1329,1024019
1954,47,567,1001453
1954,48,252,986545
1954,49,128,939568
1954,50,77,908162
1954,51,45,884439
1954,52,23,861578
1954,53,10,840923
1954,54,3,822075
1954,55,0,803659
1955,12,4,1426619
1955,13,348,1279938
1955,14,5537,1211018
1955,15,16849,1139205
1955,16,44933,1112779
1955,17,88083,1100278
1955,18,138396,1067729
1955,19,196298,1050774
1955,20,234562,1054632
1955,21,248902,1030628
1955,22,259942,1045546
1955,23,268210,1088906
1955,24,263505,1123589
1955,25,255827,1136776
1955,26,235090,1180339
1955,27,224526,1220256
1955,28,212436,1200408
1955,29,192465,1213380
1955,30,181836,1244637
1955,31,155803,1256136
1955,32,143568,1241556
1955,33,127430,1272051
1955,34,114327,1273654
1955,35,98186,1231327
1955,36,78167,1216578
1955,37,68118,1215731
1955,38,56382,1183136
1955,39,44781,1162105
1955,40,33484,1151224
1955,41,22204,1139098
1955,42,16489,1114433
1955,43,9987,1094994
1955,44,5506,1078619
1955,45,2936,1068202
