year,age,births,women
2000,45,2281,2175873
2000,46,1135,2109688
2000,47,527,2049576
2000,48,250,1968915
2000,49,156,1948493
2000,50,100,1923624
2000,51,67,1878695
2000,52,43,1862891
2000,53,30,1895839
2000,54,15,1507175
2000,55,0,1472977
2001,12,241,2052490
2001,13,1289,2006451
2001,14,6251,1983171
2001,15,20150,1989504
2001,16,45367,1985299
2001,17,79807,1952857
2001,18,126361,1981743
2001,19,174259,2008287
2001,20,195252,2024908
2001,21,204902,2002146
2001,22,207623,1929716
2001,23,206676,1860103
2001,24,207174,1845774
2001,25,205439,1814533
2001,26,209813,1839586
2001,27,208786,1827963
2001,28,214030,1880824
2001,29,220197,1958614
2001,30,226618,2100923
2001,31,212750,2088511
2001,32,189746,2051297
2001,33,166128,1995695
2001,34,147455,2029260
2001,35,128644,2092824
2001,36,109843,2203562
2001,37,89806,2264061
2001,38,70457,2281633
2001,39,52973,2292217
2001,40,38061,2335065
2001,41,25188,2319923
2001,42,15642,2301920
2001,43,9083,2276386
2001,44,4839,2251814
2001,45,2490,2198800
2001,46,1232,2166945
2001,47,605,2113862
2001,48,297,2043390
2001,49,220,1981581
2001,50,114,1950574
2001,51,65,1913226
2001,52,28,1881069
2001,53,19,1855485
2001,54,13,1905329
2001,55,0,1499440
2002,12,208,2113429
2002,13,1218,2064479
2002,14,5889,2014953
2002,15,18703,1999438
2002,16,43147,2006279
2002,17,76881,1999545
2002,18,118651,1976697
2002,19,168111,2005912
2002,20,191054,2022933
2002,21,202208,2041948
2002,22,211882,2013356
2002,23,208599,1944604
2002,24,208363,1876400
2002,25,211602,1867647
2002,26,209460,1826954
2002,27,213312,1858160
2002,28,211721,1837449
2002,29,214296,1884236
2002,30,215687,1977425
2002,31,215876,2102517
2002,32,197436,2106096
2002,33,172053,2061044
2002,34,150167,2004588
2002,35,129747,2039937
2002,36,108322,2100763
2002,37,89639,2208616
2002,38,71680,2270148
2002,39,54539,2287098
2002,40,38661,2295300
2002,41,26151,2339643
2002,42,16320,2321381
2002,43,9508,2305083
2002,44,5148,2273252
2002,45,2734,2249864
2002,46,1287,2199637
2002,47,636,2168291
2002,48,357,2112019
2002,49,210,2044155
2002,50,106,1977919
2002,51,68,1952813
2002,52,37,1910027
2002,53,35,1880818
2002,54,17,1855576
2002,55,0,1899261
2003,12,4,2115141
2003,13,401,2123550
2003,14,6256,2069878
2003,15,18238,2032308
2003,16,41344,2015842
2003,17,74802,2017651
2003,18,117750,2024695
2003,19,162446,1999507
2003,20,189327,2015054
2003,21,201521,2037289
2003,22,212090,2048510
2003,23,215348,2025788
2003,24,214019,1959368
2003,25,216448,1898898
2003,26,218718,1876265
2003,27,215313,1846008
2003,28,219312,1864250
2003,29,216575,1837002
2003,30,212876,1908168
2003,31,211093,1975376
2003,32,207446,2125224
2003,33,184268,2115042
2003,34,159863,2069221
2003,35,133779,2015820
2003,36,112791,2047203
2003,37,90599,2104635
2003,38,73213,2214659
2003,39,57260,2275664
2003,40,40950,2289432
2003,41,27307,2300430
2003,42,17243,2340164
2003,43,10058,2324960
2003,44,5447,2299534
2003,45,2836,2270661
2003,46,1441,2251666
2003,47,685,2201946
2003,48,360,2165613
2003,49,200,2113631
2003,50,143,2039057
2003,51,92,1982180
2003,52,33,1948474
2003,53,29,1910933
2003,54,26,1882175
2003,55,0,1848009
2004,12,188,2096609
2004,13,1075,2123514
2004,14,5518,2126030
2004,15,18274,2088791
2004,16,41860,2048827
2004,17,73846,2024746
2004,18,117237,2044431
2004,19,164045,2047458
2004,20,185284,2004266
2004,21,199364,2028197
2004,22,212375,2040788
2004,23,215694,2060080
2004,24,221737,2040300
2004,25,219898,1984162
2004,26,221145,1904435
2004,27,223528,1897226
2004,28,219120,1849182
2004,29,220794,1860540
2004,30,211510,1866287
2004,31,202984,1903211
2004,32,196030,2002428
2004,33,187669,2134118
2004,34,167470,2122948
2004,35,140980,2081799
2004,36,113926,2022812
2004,37,91711,2050301
2004,38,72036,2110949
2004,39,56953,2220588
2004,40,41764,2277655
2004,41,27921,2295594
2004,42,17768,2300371
2004,43,10418,2344444
2004,44,5808,2317241
2004,45,2966,2296598
2004,46,1456,2273694
2004,47,750,2255153
2004,48,381,2198508
2004,49,195,2168298
2004,50,177,2107159
2004,51,115,2045714
2004,52,54,1976700
2004,53,22,1950545
2004,54,6,1913664
2004,55,0,1872921
2005,12,170,2073084
2005,13,1094,2103797
2005,14,5458,2123700
2005,15,18249,2147321
2005,16,41064,2106322
2005,17,73878,2056122
2005,18,116476,2054179
2005,19,164926,2067917
2005,20,188119,2048616
2005,21,197451,2016670
2005,22,213060,2029136
2005,23,218107,2052171
2005,24,223651,2075233
2005,25,229401,2068261
2005,26,227524,1987209
2005,27,227126,1927671
2005,28,227015,1898001
2005,29,220530,1842942
2005,30,214203,1896481
2005,31,201963,1858561
2005,32,188536,1935235
2005,33,177576,2011446
2005,34,168413,2142425
2005,35,145441,2137284
2005,36,118432,2089105
2005,37,91932,2025436
2005,38,72099,2057293
2005,39,55252,2117490
2005,40,41037,2222674
2005,41,28655,2285024
2005,42,18139,2295275
2005,43,10860,2305617
2005,44,5976,2334792
2005,45,3084,2314263
2005,46,1551,2301299
2005,47,829,2278609
2005,48,406,2251048
2005,49,249,2202487
2005,50,204,2160621
2005,51,127,2116627
2005,52,58,2039166
2005,53,23,1980081
2005,54,6,1954689
2005,55,0,1902744
2006,12,147,2052000
2006,13,1062,2079187
2006,14,5187,2101915
2006,15,18403,2147195
2006,16,43108,2166099
2006,17,77432,2112038
2006,18,123494,2088526
2006,19,172999,2077860
2006,20,197316,2065095
2006,21,207670,2060017
2006,22,217846,2014369
2006,23,225553,2039820
2006,24,232052,2067638
2006,25,237946,2105944
2006,26,241309,2068183
2006,27,237866,2012967
2006,28,234543,1925270
2006,29,230235,1888269
2006,30,217398,1884327
2006,31,208515,1885115
2006,32,190044,1895026
2006,33,173908,1944225
2006,34,160393,2019676
2006,35,149269,2158560
2006,36,123858,2144582
2006,37,96258,2090965
2006,38,73302,2032880
2006,39,55929,2064226
2006,40,41180,2119515
2006,41,28566,2230916
2006,42,18520,2284368
2006,43,11082,2301516
2006,44,6191,2294217
2006,45,3292,2331688
2006,46,1599,2320525
2006,47,859,2307779
2006,48,450,2273942
2006,49,280,2256374
2006,50,240,2193636
2006,51,152,2172943
2006,52,69,2108964
2006,53,26,2043866
2006,54,7,1985506
2006,55,0,1941810
2007,12,150,2042289
2007,13,925,2056782
2007,14,5120,2075054
2007,15,18449,2127210
2007,16,43267,2166616
2007,17,78850,2169848
2007,18,127034,2147477
2007,19,177299,2111861
2007,20,198274,2070618
2007,21,209615,2074862
2007,22,218601,2053721
2007,23,223573,2023592
2007,24,232291,2055002
2007,25,239750,2100105
2007,26,244322,2102250
2007,27,246806,2095830
2007,28,240831,2005984
2007,29,236699,1911099
2007,30,227033,1935803
2007,31,209792,1869010
2007,32,194219,1926572
2007,33,173435,1903329
2007,34,157452,1952104
2007,35,141483,2036419
2007,36,124783,2165578
2007,37,100401,2145205
2007,38,76070,2098619
2007,39,57177,2039792
2007,40,41098,2065794
2007,41,27958,2128023
2007,42,18565,2229844
2007,43,11250,2291368
2007,44,6308,2288025
2007,45,3380,2290914
2007,46,1746,2339255
2007,47,924,2328415
2007,48,516,2302374
2007,49,273,2280482
2007,50,248,2246170
2007,51,159,2208665
2007,52,72,2164086
2007,53,28,2114999
2007,54,7,2050778
2007,55,0,1970482
2008,12,137,2024892
2008,13,885,2045686
2008,14,4742,2050350
2008,15,17093,2101926
2008,16,41540,2147140
2008,17,77031,2168436
2008,18,125010,2208586
2008,19,174084,2170240
2008,20,195184,2099999
2008,21,201146,2078679
2008,22,214165,2064503
2008,23,218662,2061386
2008,24,223027,2038029
2008,25,232874,2088904
2008,26,238911,2092937
2008,27,243187,2131430
2008,28,244937,2083838
2008,29,235865,1986597
2008,30,225522,1964120
2008,31,213189,1915760
2008,32,190981,1914477
2008,33,173528,1934254
2008,34,153496,1910578
2008,35,135142,1969540
2008,36,117293,2042896
2008,37,99412,2165166
2008,38,78382,2152935
2008,39,58646,2105622
2008,40,41575,2040744
2008,41,28302,2074446
2008,42,18195,2126463
2008,43,11461,2237335
2008,44,6440,2275717
2008,45,3444,2284449
2008,46,1805,2299603
2008,47,961,2348454
2008,48,582,2322183
2008,49,317,2310163
2008,50,267,2268958
2008,51,166,2264061
2008,52,73,2198593
2008,53,28,2171545
2008,54,7,2123635
2008,55,0,2033284
2009,12,117,2017116
2009,13,765,2027861
2009,14,4147,2037036
2009,15,15641,2076463
2009,16,37802,2122961
2009,17,70804,2148073
2009,18,117444,2208076
2009,19,168111,2232225
2009,20,188142,2155107
2009,21,193812,2106541
2009,22,202417,2066964
2009,23,207533,2070705
2009,24,214078,2075343
2009,25,219818,2071443
2009,26,231109,2079317
2009,27,237307,2122325
2009,28,240196,2118585
2009,29,238357,2059937
2009,30,225598,2043635
2009,31,211757,1942591
2009,32,193825,1963079
2009,33,170548,1922173
2009,34,153518,1940855
2009,35,131906,1927314
2009,36,111959,1975920
2009,37,93027,2042081
2009,38,77591,2172543
2009,39,59620,2160093
2009,40,42437,2105522
2009,41,28181,2049229
2009,42,17941,2072454
2009,43,10805,2133682
2009,44,6463,2221037
2009,45,3512,2271633
2009,46,1918,2293716
2009,47,1028,2308654
2009,48,523,2341656
2009,49,339,2330789
2009,50,283,2297061
2009,51,173,2288034
2009,52,76,2252986
2009,53,28,2206217
2009,54,7,2180892
2009,55,0,2104257
2010,12,130,2011175
2010,13,692,2021310
2010,14,3675,2021858
2010,15,13475,2056264
2010,16,33362,2095214
2010,17,62336,2126422
2010,18,104052,2180122
2010,19,154453,2230837
2010,20,177336,2223668
2010,21,182206,2162705
2010,22,192380,2102656
2010,23,195131,2074952
2010,24,204635,2085031
2010,25,213631,2103450
2010,26,220076,2067598
2010,27,228946,2104227
2010,28,235545,2118524
2010,29,235515,2101962
2010,30,228978,2105269
2010,31,213312,2031038
2010,32,193917,1977733
2010,33,174657,1971317
2010,34,151306,1928116
2010,35,133063,1953864
2010,36,109285,1933360
2010,37,88966,1976335
2010,38,73594,2047596
2010,39,59962,2178819
2010,40,43086,2159567
2010,41,28731,2111991
2010,42,18115,2047760
2010,43,11041,2077310
2010,44,6072,2122139
2010,45,3445,2217235
2010,46,1832,2277803
2010,47,974,2298793
2010,48,574,2302606
2010,49,329,2347110
2010,50,283,2318676
2010,51,175,2309312
2010,52,77,2277816
2010,53,29,2256106
2010,54,7,2210869
2010,55,0,2163795
2011,12,100,2023362
2011,13,611,2016571
2011,14,3263,2023078
2011,15,11739,2032038
2011,16,29072,2067919
2011,17,54727,2103146
2011,18,92625,2144975
2011,19,141609,2197177
2011,20,168001,2237087
2011,21,179024,2235335
2011,22,187912,2171824
2011,23,192141,2115746
2011,24,198122,2090516
2011,25,210525,2104941
2011,26,218995,2112469
2011,27,225321,2085160
2011,28,234921,2112759
2011,29,237821,2120650
2011,30,231116,2123627
2011,31,221038,2107695
2011,32,199022,2047283
2011,33,178153,1985243
2011,34,157353,1977392
2011,35,133721,1935770
2011,36,112332,1959132
2011,37,89663,1936191
2011,38,71075,1980238
2011,39,57058,2051437
2011,40,43703,2179625
2011,41,29813,2162296
2011,42,18454,2111708
2011,43,10904,2049100
2011,44,6046,2073402
2011,45,3335,2119916
2011,46,1796,2217659
2011,47,939,2277115
2011,48,600,2294255
2011,49,355,2301306
2011,50,296,2339185
2011,51,176,2318438
2011,52,77,2301330
2011,53,28,2273693
2011,54,7,2252185
2011,55,0,2199500
2012,12,78,2041510
2012,13,574,2028981
2012,14,3020,2022418
2012,15,10908,2029605
2012,16,26278,2039696
2012,17,49237,2077768
2012,18,85310,2115265
2012,19,133655,2158041
2012,20,161023,2210214
2012,21,175345,2250794
2012,22,188718,2250278
2012,23,192051,2187547
2012,24,199674,2131857
2012,25,207026,2106714
2012,26,218069,2120346
2012,27,228245,2126986
2012,28,232543,2098300
2012,29,238017,2124568
2012,30,236700,2131123
2012,31,225582,2132653
2012,32,207568,2115494
2012,33,182531,2054186
2012,34,161035,1991384
2012,35,138905,1982865
2012,36,112927,1940495
2012,37,92268,1963258
2012,38,71833,1939626
2012,39,56385,1982972
2012,40,42150,2053275
2012,41,30303,2180659
2012,42,19306,2162626
2012,43,11420,2111524
2012,44,6400,2048595
2012,45,3405,2072087
2012,46,1874,2117683
2012,47,1004,2214706
2012,48,539,2273432
2012,49,335,2289763
2012,50,297,2296008
2012,51,185,2333058
2012,52,81,2311491
2012,53,30,2293883
2012,54,8,2265695
2012,55,0,2243518
2013,12,71,2035862
2013,13,459,2047245
2013,14,2568,2035011
2013,15,9424,2029189
2013,16,22534,2037636
2013,17,42862,2049766
2013,18,76140,2090145
2013,19,122145,2128339
2013,20,150958,2170715
2013,21,167180,2223869
2013,22,185108,2266012
2013,23,193777,2266429
2013,24,199722,2203950
2013,25,207664,2148134
2013,26,214858,2122310
2013,27,226998,2135205
2013,28,234319,2140481
2013,29,236938,2110461
2013,30,236805,2135786
2013,31,230819,2140516
2013,32,212219,2140681
2013,33,190754,2122625
2013,34,166330,2060490
2013,35,142805,1996821
2013,36,117869,1987780
2013,37,93124,1944790
2013,38,73720,1966983
2013,39,56355,1942580
2013,40,41654,1985036
2013,41,29648,2054532
2013,42,19785,2181204
2013,43,11912,2162449
2013,44,6485,2110976
2013,45,3688,2047340
2013,46,1881,2070027
2013,47,965,2115089
2013,48,580,2211289
2013,49,381,2269123
2013,50,341,2284575
2013,51,207,2289876
2013,52,89,2325967
2013,53,32,2303988
2013,54,8,2285806
2013,55,0,2256926
2014,12,82,2003873
2014,13,383,2042000
2014,14,2304,2053753
2014,15,8085,2042454
2014,16,20158,2037900
2014,17,38548,2048374
2014,18,69374,2062859
2014,19,112913,2103850
2014,20,143204,2141343
2014,21,160815,2184699
2014,22,181129,2239715
2014,23,193271,2282983
2014,24,204148,2283851
2014,25,212005,2221118
2014,26,219988,2164700
2014,27,228580,2138249
2014,28,239826,2149786
2014,29,244993,2153809
2014,30,241074,2122806
2014,31,238920,2146265
2014,32,222959,2149372
2014,33,199920,2148643
2014,34,178185,2129779
2014,35,151303,2066563
2014,36,123849,2002144
2014,37,98576,1992594
2014,38,75810,1949038
2014,39,59210,1970536
2014,40,42276,1945096
2014,41,28977,1986865
2014,42,19609,2055618
2014,43,12130,2181331
2014,44,7029,2162058
2014,45,3706,2109905
2014,46,1938,2045639
2014,47,1063,2067801
2014,48,581,2112011
2014,49,412,2207296
2014,50,378,2264039
2014,51,227,2278501
2014,52,95,2283028
2014,53,34,2318487
2014,54,8,2295995
2014,55,0,2277036
2015,12,63,2007758
2015,13,390,2010466
2015,14,2047,2049055
2015,15,7589,2061835
2015,16,18430,2051662
2015,17,35165,2049153
2015,18,63508,2062106
2015,19,105023,2076931
2015,20,134500,2117243
2015,21,153021,2155519
2015,22,173005,2200831
2015,23,187641,2257177
2015,24,202342,2301006
2015,25,214812,2302002
2015,26,222685,2238750
2015,27,230606,2181847
2015,28,238860,2154062
2015,29,245348,2164136
2015,30,245435,2167161
2015,31,236973,2134269
2015,32,224487,2156228
2015,33,205368,2158507
2015,34,182430,2157053
2015,35,158146,2136866
2015,36,128708,2072530
2015,37,101912,2007343
2015,38,79551,1997406
2015,39,59679,1953160
2015,40,43829,1973672
2015,41,29535,1947615
2015,42,19286,1988631
2015,43,12046,2056266
2015,44,7152,2181346
2015,45,3916,2161241
2015,46,2102,2108440
2015,47,1096,2043680
2015,48,635,2064976
2015,49,422,2108381
2015,50,385,2202488
2015,51,231,2258236
2015,52,96,2271988
2015,53,34,2275843
2015,54,8,2310544
2015,55,0,2287263
2016,12,66,2023888
2016,13,352,2014547
2016,14,1835,2017707
2016,15,6594,2057298
2016,16,16419,2071008
2016,17,31728,2062898
2016,18,58761,2062876
2016,19,96307,2076024
2016,20,123838,2089948
2016,21,143058,2130811
2016,22,163726,2170984
2016,23,179124,2217747
2016,24,194232,2274715
2016,25,210221,2318782
2016,26,224441,2319533
2016,27,231278,2255966
2016,28,239182,2197875
2016,29,244000,2168407
2016,30,246333,2177300
2016,31,241830,2178806
2016,32,225374,2144455
2016,33,209654,2165873
2016,34,187851,2167465
2016,35,163276,2164531
2016,36,134925,2142892
2016,37,105408,2077627
2016,38,81663,2012002
2016,39,62216,2001533
2016,40,44628,1956298
2016,41,30326,1976367
2016,42,19321,1949555
2016,43,11931,1989511
2016,44,6934,2056509
2016,45,3925,2180558
2016,46,2057,2159631
2016,47,1152,2106343
2016,48,685,2040849
2016,49,438,2061372
2016,50,399,2103802
2016,51,243,2196913
2016,52,101,2251961
2016,53,35,2264904
2016,54,8,2267914
2016,55,0,2301501
2017,12,57,2032534
2017,13,305,2030263
2017,14,1555,2021371
2017,15,5592,2025346
2017,16,14369,2065731
2017,17,28586,2081391
2017,18,54213,2075633
2017,19,91617,2075648
2017,20,117220,2087647
2017,21,135192,2101891
2017,22,155108,2144563
2017,23,171231,2186131
2017,24,186029,2233383
2017,25,202113,2290396
2017,26,216638,2334313
2017,27,229693,2335109
2017,28,235353,2270378
2017,29,239780,2210640
2017,30,238707,2179937
2017,31,237464,2187578
2017,32,224446,2187904
2017,33,204297,2152986
2017,34,187003,2173923
2017,35,163197,2174090
2017,36,136080,2169666
2017,37,108654,2147103
2017,38,83197,2081414
2017,39,63668,2015109
2017,40,45257,2003842
2017,41,30918,1958221
2017,42,19905,1977768
2017,43,11931,1950022
2017,44,6802,1989403
2017,45,3906,2055339
2017,46,2238,2178331
2017,47,1268,2156901
2017,48,610,2102969
2017,49,461,2036880
2017,50,433,2056532
2017,51,257,2098187
2017,52,106,2190634
2017,53,36,2244769
2017,54,9,2256679
2017,55,0,2258581
2018,12,54,2037928
2018,13,266,2037969
2018,14,1416,2036137
2018,15,4953,2027975
2018,16,13088,2032542
2018,17,26250,2074745
2018,18,50088,2092476
2018,19,85492,2086530
2018,20,112264,2085255
2018,21,128179,2097594
2018,22,146171,2113444
2018,23,162207,2157399
2018,24,177354,2199264
2018,25,193717,2246315
2018,26,208541,2303177
2018,27,223066,2347076
2018,28,235469,2346782
2018,29,238698,2280513
2018,30,238759,2219627
2018,31,235363,2187842
2018,32,223605,2194513
2018,33,207447,2194384
2018,34,185523,2159013
2018,35,165513,2178721
2018,36,138958,2177507
2018,37,110624,2172333
2018,38,86166,2149386
2018,39,65525,2083010
2018,40,46286,2015967
2018,41,32084,2004412
2018,42,20022,1958454
2018,43,12169,1977253
2018,44,6820,1949033
2018,45,3896,1987431
2018,46,2158,2052393
2018,47,1331,2174727
2018,48,752,2152707
2018,49,479,2098212
2018,50,493,2031519
2018,51,300,2050539
2018,52,118,2091721
2018,53,39,2183275
2018,54,9,2236222
2018,55,0,2246962
2019,12,65,2088731
2019,13,290,2066258
2019,14,1432,2062250
2019,15,4725,2056527
2019,16,11862,2050036
2019,17,24494,2053998
2019,18,47473,2096775
2019,19,83120,2110393
2019,20,108588,2095482
2019,21,125326,2093444
2019,22,142329,2105198
2019,23,155863,2120558
2019,24,172236,2163667
2019,25,187991,2203551
2019,26,202294,2250579
2019,27,216068,2308855
2019,28,231145,2349862
2019,29,240599,2344966
2019,30,238367,2280559
2019,31,234467,2225271
2019,32,221868,2196343
2019,33,206798,2205464
2019,34,187781,2204119
2019,35,163600,2163088
2019,36,139837,2187185
2019,37,113109,2186082
2019,38,88079,2180709
2019,39,67973,2155907
2019,40,47906,2079733
2019,41,32060,2024037
2019,42,21005,2011133
2019,43,12128,1963815
2019,44,7053,1980392
2019,45,3758,1944049
2019,46,2167,1987184
2019,47,1241,2051026
2019,48,809,2175300
2019,49,561,2153660
2019,50,572,2086675
2019,51,330,2028553
2019,52,124,2048088
2019,53,39,2091268
2019,54,9,2181694
2019,55,0,2225956
2020,12,61,2128372
2020,13,300,2140676
2020,14,1404,2109013
2020,15,4711,2096432
2020,16,11418,2093423
2020,17,22458,2083640
2020,18,43068,2086262
2020,19,76388,2121466
2020,20,101769,2118501
2020,21,117994,2101634
2020,22,134781,2096640
2020,23,148341,2106087
2020,24,162710,2119518
2020,25,178367,2159088
2020,26,192114,2199324
2020,27,204932,2249265
2020,28,218940,2303033
2020,29,230049,2336443
2020,30,234502,2336531
2020,31,230845,2284538
2020,32,219261,2235961
2020,33,201221,2212305
2020,34,184155,2219351
2020,35,163299,2208166
2020,36,135327,2177271
2020,37,111452,2202433
2020,38,86999,2201217
2020,39,66982,2192870
2020,40,48048,2149034
2020,41,32355,2096094
2020,42,20686,2037621
2020,43,12559,2023002
2020,44,6922,1971415
2020,45,3777,1972649
2020,46,2092,1946853
2020,47,1119,1988329
2020,48,747,2056863
2020,49,499,2182688
2020,50,525,2136009
2020,51,312,2086783
2020,52,114,2030153
2020,53,36,2054497
2020,54,8,2096761
2020,55,0,2171024
2021,12,70,2097921
2021,13,326,2156098
2021,14,1481,2164024
2021,15,4471,2127995
2021,16,10298,2117051
2021,17,20773,2112828
2021,18,40169,2102881
2021,19,71262,2101744
2021,20,96601,2128398
2021,21,114292,2124578
2021,22,131596,2106711
2021,23,145975,2100831
2021,24,160020,2109559
2021,25,175438,2121627
2021,26,190703,2161643
2021,27,206232,2203189
2021,28,219720,2250628
2021,29,231896,2300327
2021,30,239782,2335989
2021,31,241969,2341900
2021,32,229177,2292903
2021,33,211668,2246553
2021,34,192459,2221273
2021,35,170781,2223026
2021,36,144214,2216856
2021,37,114888,2186036
2021,38,91626,2210790
2021,39,70670,2207835
2021,40,50411,2189534
2021,41,34161,2156973
2021,42,21669,2102302
2021,43,13011,2042709
2021,44,7080,2025867
2021,45,3902,1966336
2021,46,2139,1972628
2021,47,1166,1945660
2021,48,685,1989258
2021,49,470,2058040
2021,50,546,2170490
2021,51,330,2132492
2021,52,121,2083874
2021,53,36,2029456
2021,54,8,2052966
2021,55,0,2086569
2022,12,77,2044217
2022,13,316,2103050
2022,14,1432,2161295
2022,15,4510,2169640
2022,16,10213,2134363
2022,17,20699,2124915
2022,18,39325,2122488
2022,19,69042,2112816
2022,20,92512,2110770
2022,21,111569,2138149
2022,22,130552,2135679
2022,23,144772,2118677
2022,24,159280,2113330
2022,25,174355,2122970
2022,26,188828,2135541
2022,27,204654,2175260
2022,28,217830,2216018
2022,29,227750,2262650
2022,30,234924,2311483
2022,31,239763,2346193
2022,32,233121,2351127
2022,33,215179,2301051
2022,34,195800,2253430
2022,35,172385,2226976
2022,36,146592,2228160
2022,37,120166,2221232
2022,38,93833,2189471
2022,39,73622,2213613
2022,40,52892,2209644
2022,41,36141,2190322
2022,42,23509,2156971
2022,43,13684,2101781
2022,44,7889,2041733
2022,45,4322,2024349
2022,46,2303,1964364
2022,47,1389,1969898
2022,48,795,1942413
2022,49,503,1985286
2022,50,625,2052798
2022,51,409,2164111
2022,52,145,2125789
2022,53,41,2076763
2022,54,9,2021734
2022,55,0,2044024
